Text,Sentiment
invn to any panic surge higher start short entries and save for red bar risky but timing top on next move is good scaling start for short,-1
invn keep close eye on this one for surge up from short bagholders to may take 2 days first red bar finish is top big short score to be made,-1
yhoo esting here after a nice move since november watching for a break of 20.85 after earnings,1
gpn inverted head and shoulders still in play,1
jpm broke out an important resistance at 4687 with solid volume the trend is in favour of bulls,1
gis to this is what all the others will do to first red bar major short target 40 test,-1
da volume decreasing looking for start of the red bar sequence,-1
gpn could test the 5.50 quick and make major move higher above 6.00 very bullish,1
dsco many little bios did well last week to dsco will have a huge day soon to its in the history,1
cycc to have this one at 5.25 and 5.50 buying more 5.90 for break out thru 6 can go 7 easy to very small float 7 million and 18 percent short,1
gmc that gap 30 to 35 puts the weakest floor on this stock wouldnt be surprised to see it spill over and bn everyone hot red coffee bars,-1
mcp either way its just 2 candles and back to 8 next week will set the tone which way overall investor sentiment wants to take this,1
zqk first sign of decreasing volume and 3 15 minute red bars with catalyst volume to short this back to 5.00 easy,-1
super shot to please help me get this viral i mean what a putt under pressure goog,1
sam nothing holding up the mountain that green bar eft shoulder that red bar head smallone to laugh we see red right bar start major short,-1
i looks like its getting ready for beast mode ook at insider buying nice pick i will be partaking i think time2 research,1
ots of good setups posted here 3 weeks ago eqix expe fb gs hog mon pii qcom qih soda,1
aap want to buy more around 350,-1
p see what happened from october to dec that slide to well it going to happen again on this historic rise wait for the red then start shorts,-1
vmi nice head and shoulders forming just need the left shoulder now and we see this go retest 140 to 138 range,-1
abv infn cbs to look great for shorts thanks,-1
aap weekly says that 350 is where there is some modicum of support the game was over long time back,-1
think gmc is the next mini nfx in the making earnings are around the corner needs watching how it behaves going into it,1
what would i pay for gmail 1000 year 2000 i mean how do you value something so extraordinary goog,1
vhc has formed a symmetrical triangle breakout point is 35.5 macd is bullish and si is above 60,1
wnc consistent pattern of new highs and sell offs to next one looks like the selloff,-1
aia to decent pattern be patient for move above 21 will run to 23,1
ctic myx to keeping close eye on both for volume surges up to dont miss the boat will go fast,1
os time start uptrend to fill upside gap break above 7.50 yields least .50 cent and test to 7.50 equals .50 more from here equals 1.00 like it,1
os stock very close to magic number 7 and holding see stabilization over 7.00 it will retest 7.50 break point to really like this one,1
kbh tried short on friday 18.25 tested 18 then came back 18.25 then 18.55 when comes back 18.33 ill short attempt break 18 target 16.50,-1
that ife is going to turn like that tpx just did to if tpx continues red to similar pattern,-1
cst looks kind of interesting needs more volume a lot more,1
yhoo setting up for its new 2013 range 22 30 move starts this week,1
nkd nov and dec had disease now its the cure to not a believer to shorting,-1
hot to fundamentals off more of technical play more here,1
hfc to great group ooks good more here,1
stz to strong breakout then drifted a bit lower good action on friday more here,1
wfc to nothing still watching for a buy signal more here,1
wac to down to near the 50 dma great group more here,1
has anyone shorted onp,-1
cm should be a good swing trade on move above 175 with vome,1
ecent breakouts in dnkn gmc sbx appear to be the start of a group move still forming big cup bases jva also on watch,1
invn huge accumulation with no selling since july low starting to form right side of deep long consolidation pattern on watch,1
n setting up beautifully,1
ao ong setup ising 3 methods candle pattern,1
cat worth eyeing today to could see breaking back above 100 soon,1
josb just hitting its risk profile on quant macro view 29.50 to 33.50 marks model base with oscillation zone still room below,-1
josb outlier risk profile closer to 24 so will be interesting to see what happens as folks exit options theyve written,-1
spx compq ind cat aap wall street futures were unchanged with the results of caterpillar and the threat of fitch,1
if u believe aap was dropping clues pre earnings then says you should be watching fb now,1
cat sorry this e and r is not good and im not saying just because i have puts nice wide guidance kitty cat,-1
ggc from watch list with a gap open and volume already 35 percent of ave full day,1
ddd nice buying opp on dip back to re entry i had been waiting for,1
an 20 percent short float may be a runner today,1
bac rolling over could see 11.02 again bulls have to wait for a better setup here,-1
take profits and tighten stops sa indicating major correction looms ocn nsm egn bid gmc fb nkd,-1
added dt on break of 41.31,1
keep an eye on sbx for possible intraday bottom at support on the daily ike stock if it can hold,1
eading stocks lagging esf much worse then usual for this rally ddd ssys soda qih y px kos ft invn,-1
aap we are back baby largest company in the world dousing myself in oil to celebrate and booking fridays daytrade,1
ddd to setting up an awesome looking bear flag,-1
midd ong 97.69 trailing stop 122.65 from 11 stops of 118.01 115.61 113.95 110.38 99.33 90.46 and 87.31,1
closed all my any calls today looking to re enter on a pull back,-1
screw gs utilization lag on bp i think its a solid buy ook at that div and mps are hot right now oil still needs to be moved,1
ddd bear flag worked very well there broke and went to 60.55 quick money,-1
ma broke yhod earlier and is going higher,1
wh we are at the 38.2 percent retrace here,1
vxy we are calling the aap bottom in,-1
znga on the move,1
cen is setting up near 52 week highs,1
in fact im going short 100 shares of any up here with a public stop at 25.11 open downside target working off of call option profits,-1
xrx golden crossing imminent 50 simple moving average and 200 simple moving average,1
aap ow risk with a tight stop here however would like to see this one get some follow through today to better confirm,1
aet also looks like it has an upwards reversal in the making here,1
ftc decision on fhtm will have ripples throughout the whole industry dumb dumb hf ns sna,-1
vhc also getting an upwards reversal intraday looks good if it can break hod from the morning,1
been holding this znga long since like dec 2.75 to 2.70 is big resistance if it holds abv itll go to 3,1
nkd what a hot piece of bullflag,1
gs daily see if you can get a tweezer top into the abcd reversal here for a short next few days,-1
gpn close to magic 5.40 may popski to new levels trending trade,1
